specimen.ID,digitizer,species.det,provisional.species,caste,ITS,body.length,scale,name,description,value
,,,,,173.37948,180.50085,,m07,Labial palpomere 1 width,79.55431
,,,,,160.27199,160.42201,,m08,Labial palpomere 2 length,184.54027
,,,,,,,,m09,Labial palpomere 2 width,53.74838
,,,,,,,,m10,Distal labial palpomeres length,94.92921
,,,,,,,,m11,Stipes length,598.25673
,,,,,,,,m12,Maxillary palp length,74.21291
,,,,,,,,m13,Galea length,797.89842
,,,,,,,,m14,Galea width,160.27754
,,,,,,,,m15,"Stipes width, across from palp",132.93942
OW220720-004,DRA,griseocollis,griseocollis,W,4.147092574,17.05012218,254.95098,m01,Mentum length,632.72427
,,,,,,,246.81167,m02,Mentum width,276.10143
,,,,,ITS pixels,BL pixels,263.09694,m03,Glossa length,1527.31302
,,,,,781.24004,3047.18123,246.81167,m04,"Glossa width, at mid-point",64.28063
,,,,,,,258.77403,m05,Flabellum length,14.31782
,,,,,ITS px/mm,BL px/mm,239.01464,m06,Labial palpomere 1 length,700.38593
,,,,,188.38259,186.17196,,m07,Labial palpomere 1 width,84.70603
,,,,,,180.39956,,m08,Labial palpomere 2 length,188.50995
,,,,,,174.18381,,m09,Labial palpomere 2 width,50.19075
,,,,,,176.55594,,m10,Distal labial palpomeres length,NA
,,,,,,176.28386,,m11,Stipes length,711.88513
,,,,,,,,m12,Maxillary palp length,76.26853
,,,,,,,,m13,Galea length,858.50309
,,,,,,,,m14,Galea width,168.74965
,,,,,,,,m15,"Stipes width, across from palp",132.85247
OW220720-007,DRA,griseocollis,griseocollis,M,6.11295847,21.04898541,282.85685,m01,Mentum length,786.38667
,,,,,,,306.52895,m02,Mentum width,257.68974
,,,,,ITS pixels,BL pixels,304.3222,m03,Glossa length,1243.34038
,,,,,1041.62229,3586.65816,306.6529,m04,"Glossa width, at mid-point",88.81441
,,,,,,,310.41263,m05,Flabellum length,31.67894
,,,,,ITS px/mm,BL px/mm,296.43212,m06,Labial palpomere 1 length,872.15824
,,,,,,166.43317,,m07,Labial palpomere 1 width,71.69379
,,,,,,182.53767,,m08,Labial palpomere 2 length,244.2949
,,,,,,158.2024,,m09,Labial palpomere 2 width,52.49762
,,,,,,168.76018,,m10,Distal labial palpomeres length,NA
,,,,,,176.04545,,m11,Stipes length,868.21656
,,,,,,,,m12,Maxillary palp length,65.96969
,,,,,,,,m13,Galea length,1179.33032
,,,,,,,,m14,Galea width,210.38061
,,,,,,,,m15,"Stipes width, across from palp",178.80716
OW220720-008,DRA,griseocollis,griseocollis,M,6.243187335,19.2795945,177.40631,m01,Mentum length,549.15389
,,,,,,,185.14649,m02,Mentum width,126.84198
,,,,,ITS pixels,BL pixels,186.74284,m03,Glossa length,1203.04729
,,,,,1049.52418,3448.90269,,m04,"Glossa width, at mid-point",46.68571
,,,,,,,,m05,Flabellum length,17.56417
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,574.73907
,,,,,168.10711,178.84568,,m07,Labial palpomere 1 width,73.82412
,,,,,,180.24181,,m08,Labial palpomere 2 length,148.94966
,,,,,,177.57878,,m09,Labial palpomere 2 width,40.49691
,,,,,,,,m10,Distal labial palpomeres length,21.70829
,,,,,,,,m11,Stipes length,567.17281
,,,,,,,,m12,Maxillary palp length,52.20153
,,,,,,,,m13,Galea length,735.72957
,,,,,,,,m14,Galea width,118.40608
,,,,,,,,m15,"Stipes width, across from palp",114.00439
OW220720-009,DRA,griseocollis,griseocollis,M,6.109593041,16.12650264,277.41665,m01,Mentum length,840.29043
,,,,,,,292.43803,m02,Mentum width,206.03883
,,,,,ITS pixels,BL pixels,276.72369,m03,Glossa length,1759.55023
,,,,,1029.02672,3212.14389,288.69361,m04,"Glossa width, at mid-point",66
,,,,,,,,m05,Flabellum length,29.04403
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,825.60039
,,,,,168.42803,199.1841605,,m07,Labial palpomere 1 width,101.09621
,,,,,,,,m08,Labial palpomere 2 length,227.54731
,,,,,,,,m09,Labial palpomere 2 width,45.60702
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,566.71421
,,,,,,,,m12,Maxillary palp length,97.00515
,,,,,,,,m13,Galea length,1084.41162
,,,,,,,,m14,Galea width,157.23161
,,,,,,,,m15,"Stipes width, across from palp",150.40686
OW220720-010,DRA,griseocollis,griseocollis,M,5.035861117,21.70947448,236.68545,m01,Mentum length,836.30138
,,,,,,,250.39169,m02,Mentum width,183.84776
,,,,,ITS pixels,BL pixels,239.20702,m03,Glossa length,1543.62376
,,,,,888.36929,3611.72527,,m04,"Glossa width, at mid-point",62.80127
,,,,,,,,m05,Flabellum length,42.68749
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,748.1913
,,,,,176.408616,164.3046,,m07,Labial palpomere 1 width,57.39532
,,,,,,168.42803,,m08,Labial palpomere 2 length,199.791
,,,,,,,,m09,Labial palpomere 2 width,35.22625
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,669.71636
,,,,,,,,m12,Maxillary palp length,79.37884
,,,,,,,,m13,Galea length,926.90094
,,,,,,,,m14,Galea width,156.46086
,,,,,,,,m15,"Stipes width, across from palp",124.53112
OW220720-011,DRA,terricola,terricola,W,4.438924796,14.71285705,176.91806,m01,Mentum length,510.09803
,,,,,,,188.52056,m02,Mentum width,130.24592
,,,,,ITS pixels,BL pixels,176.72578,m03,Glossa length,943.02704
,,,,,781.08962,2691.15258,,m04,"Glossa width, at mid-point",48.16638
,,,,,,,,m05,Flabellum length,23.48522
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,399.66236
,,,,,170.29386,175.4472285,,m07,Labial palpomere 1 width,51.66237
,,,,,182.53767,186.643822,,m08,Labial palpomere 2 length,163.91766
,,,,,178.28068,186.643822,,m09,Labial palpomere 2 width,34.98571
,,,,,172.74258,,,m10,Distal labial palpomeres length,31.89044
,,,,,,,,m11,Stipes length,461.18543
,,,,,,,,m12,Maxillary palp length,35.60899
,,,,,,,,m13,Galea length,518.19784
,,,,,,,,m14,Galea width,111.83023
,,,,,,,,m15,"Stipes width, across from palp",101.0198
OW220720-012,DRA,terricola,terricola,W,4.926777836,17.20713042,304.02631,m01,Mentum length,760.02368
,,,,,,,310.02581,m02,Mentum width,240.07499
,,,,,ITS pixels,BL pixels,308.23368,m03,Glossa length,1462.46538
,,,,,861.18523,2974.89191,310.00645,m04,"Glossa width, at mid-point",79.24645
,,,,,,,300.00667,m05,Flabellum length,32.24903
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,585.83957
,,,,,180.09997,158.2024,,m07,Labial palpomere 1 width,97.7548
,,,,,172.10462,186.17196,,m08,Labial palpomere 2 length,221.88285
,,,,,172.18595,174.28712,,m09,Labial palpomere 2 width,55.4617
,,,,,,,,m10,Distal labial palpomeres length,108.24047
,,,,,,,,m11,Stipes length,744.61534
,,,,,,,,m12,Maxillary palp length,122.26201
,,,,,,,,m13,Galea length,756.72054
,,,,,,,,m14,Galea width,188.73262
,,,,,,,,m15,"Stipes width, across from palp",164.319795
OW220720-016,DRA,ternarius,ternarius,W,3.876460917,14.16990423,264.4844,m01,Mentum length,747.38544
,,,,,,,288.69361,m02,Mentum width,292.24647
,,,,,ITS pixels,BL pixels,277.04151,m03,Glossa length,1168.90452
,,,,,673.76554,2505.41007,280.71338,m04,"Glossa width, at mid-point",60.82763
,,,,,,,,m05,Flabellum length,13.58308
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,669.63871
,,,,,162.30835,168.42803,,m07,Labial palpomere 1 width,48.82622
,,,,,185.31055,180.70971,,m08,Labial palpomere 2 length,224.00893
,,,,,,185.55862,,m09,Labial palpomere 2 width,46.87217
,,,,,,169.18629,,m10,Distal labial palpomeres length,NA
,,,,,,180.17769,,m11,Stipes length,565.06017
,,,,,,,,m12,Maxillary palp length,88.06311
,,,,,,,,m13,Galea length,910.19021
,,,,,,,,m14,Galea width,155.76621
,,,,,,,,m15,"Stipes width, across from palp",120.18504
FJ190715-001,DRA,bimaculatus,bimaculatus,M,4.656952577,20.75715032,218.241,m01,Mentum length,604.1523
,,,,,,,,m02,Mentum width,182.42807
,,,,,,,,m03,Glossa length,987.3196
,,,,,,,,m04,"Glossa width, at mid-point",56.14268
,,,,,,,,m05,Flabellum length,24.14769
,,,,,,,,m06,Labial palpomere 1 length,579.24088
,,,,,,,,m07,Labial palpomere 1 width,98.12747
,,,,,,,,m08,Labial palpomere 2 length,227.40712
,,,,,,,,m09,Labial palpomere 2 width,55.31727
,,,,,,,,m10,Distal labial palpomeres length,90.42677
,,,,,,,,m11,Stipes length,644.88414
,,,,,,,,m12,Maxillary palp length,65.01966
,,,,,,,,m13,Galea length,907.86685
,,,,,,,,m14,Galea width,172.66023
,,,,,,,,m15,"Stipes width, across from palp",132.39671
FJ190710-002,DRA,bimaculatus,bimaculatus,M,5.228237026,18.74399042,212.724,m01,Mentum length,596.15434
,,,,,,,,m02,Mentum width,244.76111
,,,,,ITS pixels,BL pixels,,m03,Glossa length,1036.59828
,,,,,,,,m04,"Glossa width, at mid-point",57.72348
,,,,,,,,m05,Flabellum length,24.09241
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,624.21221
,,,,,,,,m07,Labial palpomere 1 width,101.98039
,,,,,,,,m08,Labial palpomere 2 length,230.76299
,,,,,,,,m09,Labial palpomere 2 width,48
,,,,,,,,m10,Distal labial palpomeres length,86.66667
,,,,,,,,m11,Stipes length,637.51741
,,,,,,,,m12,Maxillary palp length,85.49984
,,,,,,,,m13,Galea length,918.96077
,,,,,,,,m14,Galea width,182.25745
,,,,,,,,m15,"Stipes width, across from palp",132.61138
FJ190814-001,DRA,bimaculatus,bimaculatus,M,4.877006377,19.97131267,210.055,m01,Mentum length,549.97454
,,,,,,,,m02,Mentum width,180.83264
,,,,,ITS pixels,BL pixels,,m03,Glossa length,969.0958
,,,,,,,,m04,"Glossa width, at mid-point",45.82091
,,,,,,,,m05,Flabellum length,21.49935
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,660.99454
,,,,,,,,m07,Labial palpomere 1 width,91.84528
,,,,,,,,m08,Labial palpomere 2 length,210.85645
,,,,,,,,m09,Labial palpomere 2 width,35.42755
,,,,,,,,m10,Distal labial palpomeres length,88.94443
,,,,,,,,m11,Stipes length,695.79563
,,,,,,,,m12,Maxillary palp length,72.04937
,,,,,,,,m13,Galea length,891.84765
,,,,,,,,m14,Galea width,172.70656
,,,,,,,,m15,"Stipes width, across from palp",123.53317
FJ190627-005,DRA,impatiens,impatiens,W,4.201,16.837,155.96011,m01,Mentum length,334.71779
,,,,,,,156.31876,m02,Mentum width,142.28493
,,,,,,,156.44949,m03,Glossa length,541.13307
,,,,,,,161.24515,m04,"Glossa width, at mid-point",35.35534
,,,,,,,,m05,Flabellum length,18.38478
,,,,,,,,m06,Labial palpomere 1 length,370.10539
,,,,,,,,m07,Labial palpomere 1 width,53.33854
,,,,,,,,m08,Labial palpomere 2 length,122.87392
,,,,,,,,m09,Labial palpomere 2 width,37.21559
,,,,,,,,m10,Distal labial palpomeres length,22.08066
,,,,,,,,m11,Stipes length,417.76668
,,,,,,,,m12,Maxillary palp length,39.45884
,,,,,,,,m13,Galea length,486.26022
,,,,,,,,m14,Galea width,107.93517
,,,,,,,,m15,"Stipes width, across from palp",76.65507
FJ190705-001,DRA,bimaculatus,bimaculatus,W,4.158,19.511,245.81701,m01,Mentum length,591
,,,,,,,251.01594,m02,Mentum width,232.93991
,,,,,,,249.7759,m03,Glossa length,1014.44369
,,,,,,,257.72078,m04,"Glossa width, at mid-point",62.72338
,,,,,,,,m05,Flabellum length,11.35292
,,,,,,,,m06,Labial palpomere 1 length,697.78475
,,,,,,,,m07,Labial palpomere 1 width,99.21469
,,,,,,,,m08,Labial palpomere 2 length,241.36648
,,,,,,,,m09,Labial palpomere 2 width,69.3846
,,,,,,,,m10,Distal labial palpomeres length,85.67639
,,,,,,,,m11,Stipes length,638.79887
,,,,,,,,m12,Maxillary palp length,90.32288
,,,,,,,,m13,Galea length,NA
,,,,,,,,m14,Galea width,173.66635
,,,,,,,,m15,"Stipes width, across from palp",144.34527
FJ190716-012,DRA,bimaculatus,bimaculatus,W,5.03,21.884,105.23202,m01,Mentum length,291.34859
,,,,,,,105.74603,m02,Mentum width,113.45875
,,,,,,,106.27428,m03,Glossa length,474.35687
,,,,,,,105.74603,m04,"Glossa width, at mid-point",29.27456
,,,,,,,,m05,Flabellum length,12.05262
,,,,,,,,m06,Labial palpomere 1 length,322.49376
,,,,,,,,m07,Labial palpomere 1 width,53.14132
,,,,,,,,m08,Labial palpomere 2 length,109.33537
,,,,,,,,m09,Labial palpomere 2 width,25.65584
,,,,,,,,m10,Distal labial palpomeres length,26.68333
,,,,,,,,m11,Stipes length,291.41799
,,,,,,,,m12,Maxillary palp length,44.97901
,,,,,,,,m13,Galea length,433.53226
,,,,,,,,m14,Galea width,84.97058
,,,,,,,,m15,"Stipes width, across from palp",62.20039
FJ190724-005,DRA,bimaculatus,bimaculatus,W,5.3,23.674,98.0816,m01,Mentum length,297.1397
,,,,,,,98.79271,m02,Mentum width,106.34953
,,,,,,,96.59998,m03,Glossa length,498.33501
,,,,,,,96.14803,m04,"Glossa width, at mid-point",26.57536
,,,,,,,,m05,Flabellum length,10.44031
,,,,,,,,m06,Labial palpomere 1 length,347.09486
,,,,,,,,m07,Labial palpomere 1 width,38.65876
,,,,,,,,m08,Labial palpomere 2 length,110.82531
,,,,,,,,m09,Labial palpomere 2 width,20.09975
,,,,,,,,m10,Distal labial palpomeres length,21.2191
,,,,,,,,m11,Stipes length,269.05596
,,,,,,,,m12,Maxillary palp length,37.74181
,,,,,,,,m13,Galea length,446.4347
,,,,,,,,m14,Galea width,81.59657
,,,,,,,,m15,"Stipes width, across from palp",64.03124
FJ190827-010,DRA,bimaculatus,bimaculatus,W,4.201,17.666,277.36218,m01,Mentum length,705.15956
,,,,,,,278.47521,m02,Mentum width,243.64729
,,,,,ITS pixels,BL pixels,276.68193,m03,Glossa length,1052.5076
,,,,,,,,m04,"Glossa width, at mid-point",62.03225
,,,,,,,,m05,Flabellum length,32.39513
,,,,,ITS px/mm,BL px/mm,,m06,Labial palpomere 1 length,808.06188
,,,,,,,,m07,Labial palpomere 1 width,133.41664
,,,,,,,,m08,Labial palpomere 2 length,245.55244
,,,,,,,,m09,Labial palpomere 2 width,64.40497
,,,,,,,,m10,Distal labial palpomeres length,97.6934
,,,,,,,,m11,Stipes length,713.86273
,,,,,,,,m12,Maxillary palp length,97.4997
,,,,,,,,m13,Galea length,1021.63849
,,,,,,,,m14,Galea width,172.62677
,,,,,,,,m15,"Stipes width, across from palp",134.16408
JL190703-008,DRA,bimaculatus,bimaculatus,W,4.687,20.537,108.45993,m01,Mentum length,305.59123
,,,,,,,104.20706,m02,Mentum width,123.00406
,,,,,,,105.14963,m03,Glossa length,486.27535
,,,,,,,106.57496,m04,"Glossa width, at mid-point",30.00833
,,,,,,,,m05,Flabellum length,15.57241
,,,,,,,,m06,Labial palpomere 1 length,331.48492
,,,,,,,,m07,Labial palpomere 1 width,50
,,,,,,,,m08,Labial palpomere 2 length,117.4436
,,,,,,,,m09,Labial palpomere 2 width,28.29311
,,,,,,,,m10,Distal labial palpomeres length,39.80264
,,,,,,,,m11,Stipes length,233.60556
,,,,,,,,m12,Maxillary palp length,48.95349
,,,,,,,,m13,Galea length,426.73516
,,,,,,,,m14,Galea width,38.83298
,,,,,,,,m15,"Stipes width, across from palp",NA
MY190612-001,DRA,bimaculatus,bimaculatus,W,3.896,16.404,153.91231,m01,Mentum length,335.25662
,,,,,,,155.1433,m02,Mentum width,115.06954
,,,,,,,151.86544,m03,Glossa length,479.40067
,,,,,,,,m04,"Glossa width, at mid-point",29.73214
,,,,,,,,m05,Flabellum length,14.86607
,,,,,,,,m06,Labial palpomere 1 length,386.07771
,,,,,,,,m07,Labial palpomere 1 width,49.81967
,,,,,,,,m08,Labial palpomere 2 length,93.19335
,,,,,,,,m09,Labial palpomere 2 width,20.39608
,,,,,,,,m10,Distal labial palpomeres length,22.56103
,,,,,,,,m11,Stipes length,319.95312
,,,,,,,,m12,Maxillary palp length,29.15476
,,,,,,,,m13,Galea length,475.10752
,,,,,,,,m14,Galea width,73.43024
,,,,,,,,m15,"Stipes width, across from palp",68.68042
FJ190718-004,DRA,impatiens,impatiens,W,4.435,18.677,148.53357,m01,Mentum length,323.2151
,,,,,,,150.95548,m02,Mentum width,143.71577
,,,,,,,152.70596,m03,Glossa length,491.91519
,,,,,,,146.74543,m04,"Glossa width, at mid-point",34.82655
,,,,,,,,m05,Flabellum length,6.3421
,,,,,,,,m06,Labial palpomere 1 length,325.96012
,,,,,,,,m07,Labial palpomere 1 width,53.50234
,,,,,,,,m08,Labial palpomere 2 length,114.62221
,,,,,,,,m09,Labial palpomere 2 width,37.36643
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,331.59312
,,,,,,,,m12,Maxillary palp length,41.00305
,,,,,,,,m13,Galea length,451.12575
,,,,,,,,m14,Galea width,98.0816
,,,,,,,,m15,"Stipes width, across from palp",82.63776
FJ190822-003,DRA,impatiens,impatiens,W,5.886,22.538,207.86775,m01,Mentum length,607.23142
,,,,,,,210.6846,m02,Mentum width,232.47581
,,,,,,,207.78113,m03,Glossa length,958.92127
,,,,,,,216.33308,m04,"Glossa width, at mid-point",55.57877
,,,,,,,212.51353,m05,Flabellum length,19.10497
,,,,,,,,m06,Labial palpomere 1 length,657.19556
,,,,,,,,m07,Labial palpomere 1 width,117.24239
,,,,,,,,m08,Labial palpomere 2 length,207.82782
,,,,,,,,m09,Labial palpomere 2 width,54.40588
,,,,,,,,m10,Distal labial palpomeres length,75.48363
,,,,,,,,m11,Stipes length,597.48808
,,,,,,,,m12,Maxillary palp length,87.73698
,,,,,,,,m13,Galea length,874.13548
,,,,,,,,m14,Galea width,186.63809
,,,,,,,,m15,"Stipes width, across from palp",120.33287
FJ190716-002,DRA,ternarius,ternarius,W,4.442,17.488,141.43393,m01,Mentum length,302.95214
,,,,,,,142.51706,m02,Mentum width,138.67308
,,,,,,,,m03,Glossa length,448.77376
,,,,,,,,m04,"Glossa width, at mid-point",30.33516
,,,,,,,,m05,Flabellum length,6.08276
,,,,,,,,m06,Labial palpomere 1 length,318.45408
,,,,,,,,m07,Labial palpomere 1 width,50.9902
,,,,,,,,m08,Labial palpomere 2 length,106.47652
,,,,,,,,m09,Labial palpomere 2 width,32.44226
,,,,,,,,m10,Distal labial palpomeres length,45.412
,,,,,,,,m11,Stipes length,315.45681
,,,,,,,,m12,Maxillary palp length,44.14748
,,,,,,,,m13,Galea length,429.99906
,,,,,,,,m14,Galea width,80.36168
,,,,,,,,m15,"Stipes width, across from palp",68.8186
RGA190718-001,DRA,ternarius,ternarius,W,3.6,16.808,149.54747,m01,Mentum length,290.99313
,,,,,,,151.66044,m02,Mentum width,130.1768
,,,,,,,150.95548,m03,Glossa length,415.49609
,,,,,,,152.28628,m04,"Glossa width, at mid-point",31.72976
,,,,,,,152.28628,m05,Flabellum length,13.86442
,,,,,,,,m06,Labial palpomere 1 length,279.43022
,,,,,,,,m07,Labial palpomere 1 width,47.04253
,,,,,,,,m08,Labial palpomere 2 length,107.96411
,,,,,,,,m09,Labial palpomere 2 width,32.5
,,,,,,,,m10,Distal labial palpomeres length,NA
,,,,,,,,m11,Stipes length,294.18739
,,,,,,,,m12,Maxillary palp length,52.12572
,,,,,,,,m13,Galea length,385.98647
,,,,,,,,m14,Galea width,93.21183
,,,,,,,,m15,"Stipes width, across from palp",69.29486
FJ190718-005,DRA,terricola,terricola,W,4.665,18.798,254.02362,m01,Mentum length,557.13553
,,,,,,,255.47603,m02,Mentum width,262.09159
,,,,,,,256.5385,m03,Glossa length,749.10413
,,,,,,,257.44902,m04,"Glossa width, at mid-point",57.45433
,,,,,,,260.23067,m05,Flabellum length,26.40076
,,,,,,,,m06,Labial palpomere 1 length,510.23622
,,,,,,,,m07,Labial palpomere 1 width,90.68627
,,,,,,,,m08,Labial palpomere 2 length,195.28953
,,,,,,,,m09,Labial palpomere 2 width,51.0392
,,,,,,,,m10,Distal labial palpomeres length,43.04649
,,,,,,,,m11,Stipes length,550.46344
,,,,,,,,m12,Maxillary palp length,51.66237
,,,,,,,,m13,Galea length,683.8165
,,,,,,,,m14,Galea width,145.38225
,,,,,,,,m15,"Stipes width, across from palp",108.90822
JL190711-004,DRA,terricola,terricola,W,5.257,20.198,163.13049,m01,Mentum length,398.32775
,,,,,,,162.437,m02,Mentum width,182.155
,,,,,,,162.437,m03,Glossa length,521.78327
,,,,,,,,m04,"Glossa width, at mid-point",41.73994
,,,,,,,,m05,Flabellum length,15.6205
,,,,,,,,m06,Labial palpomere 1 length,344.51963
,,,,,,,,m07,Labial palpomere 1 width,59.00659
,,,,,,,,m08,Labial palpomere 2 length,134.98313
,,,,,,,,m09,Labial palpomere 2 width,43.33333
,,,,,,,,m10,Distal labial palpomeres length,22.78401
,,,,,,,,m11,Stipes length,387.11526
,,,,,,,,m12,Maxillary palp length,59.53897
,,,,,,,,m13,Galea length,489.52948
,,,,,,,,m14,Galea width,120.11846
,,,,,,,,m15,"Stipes width, across from palp",89.9679
FJ190718-001,DRA,vagans,vagans,W,3.631,19.883,122.34741,m01,Mentum length,279.86604
,,,,,,,120.69429,m02,Mentum width,119.2686
,,,,,,,126.77189,m03,Glossa length,443.644
,,,,,,,123.62668,m04,"Glossa width, at mid-point",27.86575
,,,,,,,126.18857,m05,Flabellum length,5.02494
,,,,,,,,m06,Labial palpomere 1 length,306.68591
,,,,,,,,m07,Labial palpomere 1 width,36.5
,,,,,,,,m08,Labial palpomere 2 length,91.24829
,,,,,,,,m09,Labial palpomere 2 width,22.47221
,,,,,,,,m10,Distal labial palpomeres length,14.76482
,,,,,,,,m11,Stipes length,298.156
,,,,,,,,m12,Maxillary palp length,38.70037
,,,,,,,,m13,Galea length,416.08451
,,,,,,,,m14,Galea width,58.34595
,,,,,,,,m15,"Stipes width, across from palp",43.66062
JL190718-002,DRA,vagans,vagans,W,4.111,17.049,152.98511,m01,Mentum length,334.28132
,,,,,,,152.78162,m02,Mentum width,125.90649
,,,,,,,,m03,Glossa length,512.04394
,,,,,,,,m04,"Glossa width, at mid-point",30.12566
,,,,,,,,m05,Flabellum length,7.18022
,,,,,,,,m06,Labial palpomere 1 length,371.39796
,,,,,,,,m07,Labial palpomere 1 width,42.19005
,,,,,,,,m08,Labial palpomere 2 length,132.40007
,,,,,,,,m09,Labial palpomere 2 width,21.46832
,,,,,,,,m10,Distal labial palpomeres length,42.95439
,,,,,,,,m11,Stipes length,352.69534
,,,,,,,,m12,Maxillary palp length,57.943
,,,,,,,,m13,Galea length,464.39841
,,,,,,,,m14,Galea width,95.45214
,,,,,,,,m15,"Stipes width, across from palp",80.24684
PF190709-007,DRA,vagans,vagans,W,4.904,20.78,108.37384,m01,Mentum length,275.11452
,,,,,,,110.05049,m02,Mentum width,121.46696
,,,,,,,105.83425,m03,Glossa length,449.25469
