specimen_id,species,caste,investigator,LM,scale,measurement,scale1,body,scale2,its,notes
,,,,6,,663.116,,,,,
,,,,7,,76.922,,,,,
,,,,8,,232.797,,,,,
,,,,9,,56.921,,,,,
,,,,10,,68.043,,,,,
,,,,11,,555.519,,,,,
,,,,12,,108.321,,,,,
,,,,13,,935.826,,,,,
,,,,14,,186.389,,,,,
,,,,15,,133.66,,,,,
FJ190827-013,bim,W,JL,1,209.454,602.994,135.022,2890.028,133.633,639.141,
,,,,2,,157.08,,,,,
,,,,3,,924.342,,,,,
,,,,4,,55.145,,,,,
,,,,5,,26.019,,,,,
,,,,6,,624.167,,,,,
,,,,7,,75.06,,,,,
,,,,8,,196.102,,,,,
,,,,9,,42.202,,,,,
,,,,10,,68.96,,,,,
,,,,11,,554.834,,,,,
,,,,12,,48.27,,,,,
,,,,13,,898.389,,,,,
,,,,14,,178.734,,,,,
,,,,15,,121.066,,,,,
FJ190814-009,bim,W,JL,1,224.684,617.11,137.201,2569.275,133.827,483.903,
,,,,2,,160.012,,,,,
,,,,3,,950.642,,,,,
,,,,4,,60.415,,,,,
,,,,5,,29.411,,,,,
,,,,6,,630.233,,,,,
,,,,7,,94.366,,,,,
,,,,8,,225.656,,,,,
,,,,9,,52.345,,,,,
,,,,10,,69.235,,,,,
,,,,11,,569.004,,,,,
,,,,12,,101.304,,,,,
,,,,13,,920.245,,,,,
,,,,14,,199.459,,,,,
,,,,15,,135.532,,,,,
FJ190814-004,bim,W,JL,1,257.733,626.218,139.04,2410.28,144.03,505.542,
,,,,2,,156.924,,,,,
,,,,3,,954.87,,,,,
,,,,4,,58.249,,,,,
,,,,5,,28.636,,,,,
,,,,6,,624.09,,,,,
,,,,7,,89.286,,,,,
,,,,8,,206.257,,,,,
,,,,9,,55.036,,,,,
,,,,10,,71.72,,,,,
,,,,11,,559.336,,,,,
,,,,12,,67.885,,,,,
,,,,13,,934.732,,,,,
,,,,14,,181.077,,,,,
,,,,15,,131.7,,,,,
FJ190716-013,bim,W,JL,1,218.961,640.001,68.029,1468.277,68.007,370.864,
,,,,2,,156.862,,,,,
,,,,3,,970.201,,,,,
,,,,4,,60.166,,,,,
,,,,5,,28.231,,,,,
,,,,6,,651.676,,,,,
,,,,7,,89.677,,,,,
,,,,8,,220.76,,,,,
,,,,9,,58,,,,,
,,,,10,,76.432,,,,,
,,,,11,,596.242,,,,,
,,,,12,,74.275,,,,,
,,,,13,,923.14,,,,,
,,,,14,,185.173,,,,,
,,,,15,,129.711,,,,,
FJ190716-008,bim,W,,1,207.625,576.73,69.406,1539.159,68.173,344.42,
,,,,2,,154.208,,,,,
,,,,3,,876.72,,,,,
,,,,4,,56.223,,,,,
,,,,5,,25.08,,,,,
,,,,6,,554.937,,,,,
,,,,7,,89.443,,,,,
,,,,8,,207.308,,,,,
,,,,9,,52.887,,,,,
,,,,10,,75.184,,,,,
,,,,11,,543.281,,,,,
,,,,12,,66.99,,,,,
,,,,13,,867.651,,,,,
,,,,14,,166.292,,,,,
,,,,15,,113.534,,,,,
FJ190716-007,bim,W,JL,1,204.421,610.999,70.007,1591.031,68.455,388.5,
,,,,2,,189.552,,,,,
,,,,3,,1008.963,,,,,
,,,,4,,59.54,,,,,
,,,,5,,26.077,,,,,
,,,,6,,699.313,,,,,
,,,,7,,99.368,,,,,
,,,,8,,224.75,,,,,
,,,,9,,67.357,,,,,
,,,,10,,75.975,,,,,
,,,,11,,619.802,,,,,
,,,,12,,109.71,,,,,
,,,,13,,952.335,,,,,
,,,,14,,179.234,,,,,
,,,,15,,139.635,,,,,
FJ190716-004,bim,W,JL,1,299.629,647.714,68.949,1111.299,68.8,215.002,
,,,,2,,173.277,,,,,
,,,,3,,961.948,,,,,
,,,,4,,65.031,,,,,
,,,,5,,29.12,,,,,
,,,,6,,634.994,,,,,
,,,,7,,99.298,,,,,
,,,,8,,221.891,,,,,
,,,,9,,60.083,,,,,
,,,,10,,89.369,,,,,
,,,,11,,619.681,,,,,
,,,,12,,59.51,,,,,
,,,,13,,949.553,,,,,
,,,,14,,182.784,,,,,
,,,,15,,133.09,,,,,
FJ190719-012,bim,W,JL,1,254.196,606.031,,,,,
,,,,2,,182.784,,,,,
,,,,3,,926.852,,,,,
,,,,4,,60.166,,,,,
,,,,5,,25.08,,,,,
,,,,6,,633.007,,,,,
,,,,7,,96.047,,,,,
,,,,8,,205.472,,,,,
,,,,9,,55.009,,,,,
,,,,10,,75.698,,,,,
,,,,11,,541.901,,,,,
,,,,12,,61.133,,,,,
,,,,13,,890.863,,,,,
,,,,14,,162.865,,,,,
,,,,15,,129.124,,,,,
FJ190710-002,bim,M,JL,1,212.724,637.771,70.138,1314.666,67.925,355.128,
,,,,2,,163.414,,,,,
,,,,3,,1001.466,,,,,
,,,,4,,55.785,,,,,
,,,,5,,26.926,,,,,
,,,,6,,591.952,,,,,
,,,,7,,94.895,,,,,
,,,,8,,211.109,,,,,
,,,,9,,48.26,,,,,
,,,,10,,73.61,,,,,
,,,,11,,596.142,,,,,
,,,,12,,91.324,,,,,
,,,,13,,945.475,,,,,
,,,,14,,181.662,,,,,
,,,,15,,130.495,,,,,
FJ190715-001,bim,M,JL,1,218.241,627.995,68.878,1429.711,67.119,312.57,
,,,,2,,145.784,,,,,
,,,,3,,962.204,,,,,
,,,,4,,56.143,,,,,
,,,,5,,27.459,,,,,
,,,,6,,576.815,,,,,
,,,,7,,87.824,,,,,
,,,,8,,217.474,,,,,
,,,,9,,51.788,,,,,
,,,,10,,81.607,,,,,
,,,,11,,603.355,,,,,
,,,,12,,64.083,,,,,
,,,,13,,922.847,,,,,
,,,,14,,171.68,,,,,
,,,,15,,143.785,,,,,
FJ190814-001,bim,M,JL,1,210.055,571.848,137.552,2747.094,135.007,658.43,
,,,,2,,143.224,,,,,
,,,,3,,959.867,,,,,
,,,,4,,51.039,,,,,
,,,,5,,26.833,,,,,
,,,,6,,653.194,,,,,
,,,,7,,84.528,,,,,
,,,,8,,204.499,,,,,
,,,,9,,42.059,,,,,
,,,,10,,73.682,,,,,
,,,,11,,540.651,,,,,
,,,,12,,69.525,,,,,
,,,,13,,939.365,,,,,
,,,,14,,168.582,,,,,
,,,,15,,122.262,,,,,
FJ190814-003,bim,M,JL,1,210.844,612.67,137.747,3212.167,,,
,,,,2,,152.486,,,,,
,,,,3,,961.627,,,,,
,,,,4,,52.173,,,,,
,,,,5,,24.021,,,,,
,,,,6,,656.297,,,,,
,,,,7,,80.399,,,,,
,,,,8,,192.284,,,,,
,,,,9,,45.177,,,,,
,,,,10,,59.314,,,,,
,,,,11,,567.398,,,,,
,,,,12,,76.696,,,,,
,,,,13,,947.903,,,,,
,,,,14,,159.505,,,,,
,,,,15,,120.308,,,,,
FJ190814-005,bim,M,JL,1,213.528,600.053,138.881,2803.283,134.011,664.146,
,,,,2,,158.028,,,,,
,,,,3,,955.415,,,,,
,,,,4,,51.039,,,,,
,,,,5,,22.361,,,,,
,,,,6,,659.858,,,,,
,,,,7,,79.006,,,,,
,,,,8,,207.646,,,,,
,,,,9,,53.009,,,,,
,,,,10,,63.886,,,,,
,,,,11,,572.63,,,,,
,,,,12,,73.855,,,,,
,,,,13,,935.409,,,,,
,,,,14,,163.233,,,,,
,,,,15,,121.062,,,,,
FJ190822-006,bim,M,JL,1,222.415,603.523,69.692,1337.92,67.102,353.396,
,,,,2,,139.488,,,,,
,,,,3,,871.5,,,,,
,,,,4,,53.759,,,,,
,,,,5,,21.213,,,,,
,,,,6,,603.202,,,,,
,,,,7,,85.235,,,,,
,,,,8,,201.832,,,,,
,,,,9,,49.769,,,,,
,,,,10,,65.36,,,,,
,,,,11,,559.094,,,,,
,,,,12,,74.984,,,,,
,,,,13,,928.831,,,,,
,,,,14,,164.542,,,,,
,,,,15,,129.988,,,,,
FJ190822-007,bim,M,JL,1,201.876,592.035,71.028,1334.937,66.129,367.24,
,,,,2,,149.091,,,,,
,,,,3,,891.022,,,,,
,,,,4,,45.1,,,,,
,,,,5,,20.224,,,,,
,,,,6,,583.1,,,,,
,,,,7,,79.429,,,,,
,,,,8,,203.405,,,,,
,,,,9,,41.437,,,,,
,,,,10,,71.071,,,,,
,,,,11,,570.509,,,,,
,,,,12,,66.287,,,,,
,,,,13,,861.775,,,,,
,,,,14,,147.492,,,,,
,,,,15,,109.49,,,,,
FJ190827-005,bim,M,JL,1,214.308,622.097,137.964,3390.903,137.109,811.815,
,,,,2,,163.086,,,,,
,,,,3,,980.739,,,,,
,,,,4,,55.009,,,,,
,,,,5,,24.083,,,,,
,,,,6,,633.551,,,,,
,,,,7,,92.136,,,,,
,,,,8,,213.744,,,,,
,,,,9,,47.434,,,,,
,,,,10,,74.778,,,,,
,,,,11,,560.729,,,,,
,,,,12,,59.239,,,,,
,,,,13,,944.23,,,,,
,,,,14,,181.838,,,,,
,,,,15,,117,,,,,
FJ190827-006,bim,M,JL,1,211.328,614.689,138.515,2780.836,134.816,638.951,
,,,,2,,155.901,,,,,
,,,,3,,955.431,,,,,
,,,,4,,54.083,,,,,
,,,,5,,23.537,,,,,
,,,,6,,648.16,,,,,
,,,,7,,80.306,,,,,
,,,,8,,206.36,,,,,
,,,,9,,50,,,,,
,,,,10,,66.845,,,,,
,,,,11,,567.02,,,,,
,,,,12,,94.464,,,,,
,,,,13,,930.444,,,,,
,,,,14,,176.148,,,,,
,,,,15,,125.252,,,,,
FJ190828-004,bim,M,JL,1,214.865,599.708,141.392,2717.874,135.973,610.181,
,,,,2,,158.398,,,,,
,,,,3,,933.23,,,,,
,,,,4,,60.208,,,,,
,,,,5,,25.08,,,,,
,,,,6,,601.255,,,,,
,,,,7,,88.051,,,,,
,,,,8,,207.141,,,,,
,,,,9,,48.094,,,,,
,,,,10,,77.903,,,,,
,,,,11,,545.094,,,,,
,,,,12,,70.755,,,,,
,,,,13,,946.321,,,,,
,,,,14,,170.88,,,,,
,,,,15,,120.839,,,,,
JL190716-010,bim,M,JL,1,211.843,597.616,68.771,1386.763,68.16,330.097,
,,,,2,,158.685,,,,,
,,,,3,,909.892,,,,,
,,,,4,,55.785,,,,,
,,,,5,,22.204,,,,,
,,,,6,,618.571,,,,,
,,,,7,,84.929,,,,,
,,,,8,,211.213,,,,,
,,,,9,,48.083,,,,,
,,,,10,,73.52,,,,,
,,,,11,,564.554,,,,,
,,,,12,,73.396,,,,,
,,,,13,,885.041,,,,,
,,,,14,,161.645,,,,,
,,,,15,,122.184,,,,,
JL190806-002,bim,M,JL,1,212.728,624.623,141.547,2783.272,139.241,650.772,
,,,,2,,157.623,,,,,
,,,,3,,999.996,,,,,
,,,,4,,55.444,,,,,
,,,,5,,24.352,,,,,
,,,,6,,654.91,,,,,
,,,,7,,72.236,,,,,
,,,,8,,210.544,,,,,
,,,,9,,51.108,,,,,
,,,,10,,75.673,,,,,
,,,,11,,576.925,,,,,
,,,,12,,84.067,,,,,
,,,,13,,979.044,,,,,
,,,,14,,154.564,,,,,
,,,,15,,128.39,,,,,
JL190809-010,bim,M,JL,1,214.614,630.608,137.928,2768.855,136.243,683.006,
,,,,2,,158.619,,,,,
,,,,3,,964.86,,,,,
,,,,4,,55.785,,,,,
,,,,5,,22.136,,,,,
,,,,6,,660.228,,,,,
,,,,7,,84.38,,,,,
,,,,8,,199.525,,,,,
,,,,9,,52.393,,,,,
,,,,10,,62.69,,,,,
,,,,11,,609.939,,,,,
,,,,12,,64.787,,,,,
,,,,13,,934.763,,,,,
,,,,14,,161.05,,,,,
,,,,15,,124.615,,,,,
JL190809-011,bim,M,JL,1,211.618,605.343,138.323,2560.596,137.018,615.029,
,,,,2,,143.851,,,,,
,,,,3,,941.276,,,,,
,,,,4,,53.151,,,,,
,,,,5,,21.587,,,,,
,,,,6,,609.954,,,,,
,,,,7,,85.586,,,,,
,,,,8,,205.04,,,,,
,,,,9,,54.571,,,,,
,,,,10,,76.724,,,,,
,,,,11,,571.997,,,,,
,,,,12,,74.686,,,,,
,,,,13,,923.073,,,,,
,,,,14,,183.831,,,,,
,,,,15,,133.843,,,,,
DRA190709-003,bim,W,JL,1,259.154,624.679,68.623,1200.514,69.986,291.671,
,,,,2,,163.615,,,,,
,,,,3,,990.512,,,,,
,,,,4,,60.729,,,,,
,,,,5,,26.173,,,,,
,,,,6,,604.769,,,,,
,,,,7,,101.005,,,,,
,,,,8,,236.495,,,,,
,,,,9,,58.941,,,,,
,,,,10,,78.65,,,,,
,,,,11,,567.412,,,,,
,,,,12,,87.329,,,,,
,,,,13,,963.61,,,,,
,,,,14,,193.313,,,,,
,,,,15,,122.332,,,,,
DRA190709-010,bim,W,JL,1,247.213,599.688,67.301,1343.897,69.338,304.401,
,,,,2,,164.915,,,,,
,,,,3,,880.128,,,,,
,,,,4,,62.586,,,,,
,,,,5,,28.071,,,,,
,,,,6,,530.163,,,,,
,,,,7,,98.27,,,,,
,,,,8,,218.699,,,,,
,,,,9,,56.436,,,,,
,,,,10,,79.259,,,,,
,,,,11,,571.652,,,,,
,,,,12,,77.648,,,,,
,,,,13,,837.83,,,,,
,,,,14,,166.436,,,,,
,,,,15,,127.613,,,,,
DRA190709-011,bim,W,JL,1,212.461,554.658,69.626,1322.785,66.53,300.533,
,,,,2,,155.261,,,,,
,,,,3,,849.368,,,,,
,,,,4,,52.173,,,,,
,,,,5,,27.019,,,,,
,,,,6,,557.419,,,,,
,,,,7,,87.966,,,,,
,,,,8,,191.255,,,,,
,,,,9,,49.244,,,,,
,,,,10,,74.653,,,,,
,,,,11,,520.735,,,,,
,,,,12,,86.152,,,,,
,,,,13,,812.27,,,,,
,,,,14,,162.807,,,,,
,,,,15,,111.005,,,,,
DRA190709-012,bim,W,JL,1,248.255,605.188,69.872,1418.656,69.402,296.196,
,,,,2,,158.902,,,,,
,,,,3,,931.261,,,,,
,,,,4,,57.271,,,,,
,,,,5,,26.571,,,,,
,,,,6,,607.782,,,,,
,,,,7,,91.81,,,,,
,,,,8,,209.231,,,,,
,,,,9,,53.339,,,,,
,,,,10,,67.736,,,,,
,,,,11,,558.427,,,,,
,,,,12,,83.762,,,,,
,,,,13,,927.982,,,,,
,,,,14,,176.006,,,,,
,,,,15,,139.488,,,,,
DRA190719-001,bim,W,JL,1,235.066,631.915,,,,,
,,,,2,,177.406,,,,,
,,,,3,,1000.368,,,,,
,,,,4,,60.208,,,,,
,,,,5,,26.476,,,,,
,,,,6,,619.234,,,,,
,,,,7,,104,,,,,
,,,,8,,221.252,,,,,
,,,,9,,59.933,,,,,
,,,,10,,82.977,,,,,
,,,,11,,587.9,,,,,
,,,,12,,71.554,,,,,
,,,,13,,918.832,,,,,
,,,,14,,187.409,,,,,
,,,,15,,129.016,,,,,
FJ190619-008,bim,W,,1,261.555,658.614,69.782,1460.21,68.778,335.452,
,,,,2,,184.177,,,,,
,,,,3,,845.478,,,,,
,,,,4,,59.034,,,,,
,,,,5,,30.806,,,,,
,,,,6,,560.656,,,,,
,,,,7,,95.273,,,,,
,,,,8,,183.611,,,,,
,,,,9,,53.759,,,,,
,,,,10,,66.61,,,,,
,,,,11,,586.192,,,,,
,,,,12,,85.95,,,,,
,,,,13,,840.865,,,,,
,,,,14,,207.964,,,,,
,,,,15,,139.714,,,,,
FJ190621-001,bim,W,JL,1,306.285,706.259,70.688,1186.369,70.47,264.394,
,,,,2,,184.981,,,,,
,,,,3,,1076.851,,,,,
,,,,4,,70.859,,,,,
,,,,5,,34.176,,,,,
,,,,6,,692.629,,,,,
,,,,7,,111.826,,,,,
,,,,8,,246.082,,,,,
,,,,9,,64.56,,,,,
,,,,10,,89.277,,,,,
,,,,11,,626.626,,,,,
,,,,12,,95.393,,,,,
,,,,13,,1023.622,,,,,
,,,,14,,218.403,,,,,
,,,,15,,146.874,,,,,
FJ190627-001,bim,W,JL,1,252.712,599.164,69.693,1162.196,69.688,267.268,
,,,,2,,158.114,,,,,
,,,,3,,912.228,,,,,
,,,,4,,59.034,,,,,
,,,,5,,26.077,,,,,
,,,,6,,581.003,,,,,
,,,,7,,83.169,,,,,
,,,,8,,207.389,,,,,
,,,,9,,57.585,,,,,
,,,,10,,62.035,,,,,
,,,,11,,535.36,,,,,
,,,,12,,75.204,,,,,
,,,,13,,871.8,,,,,
,,,,14,,173.066,,,,,
,,,,15,,122.332,,,,,
FJ190628-003,bim,W,JL,1,254.492,651.503,69.05,1223.19,69.479,307.584,
,,,,2,,181.417,,,,,
,,,,3,,933.943,,,,,
,,,,4,,61.098,,,,,
,,,,5,,32.696,,,,,
,,,,6,,630.675,,,,,
,,,,7,,104.48,,,,,
,,,,8,,223.493,,,,,
,,,,9,,62.394,,,,,
,,,,10,,75.597,,,,,
,,,,11,,594.008,,,,,
,,,,12,,83.192,,,,,
,,,,13,,954.071,,,,,
,,,,14,,197.03,,,,,
,,,,15,,132.981,,,,,
FJ190628-004,bim,W,JL,1,258.227,678.05,70.581,1261.772,71.253,302.06,
,,,,2,,182.562,,,,,
,,,,3,,1038.464,,,,,
,,,,4,,68.622,,,,,
,,,,5,,30.594,,,,,
,,,,6,,691.302,,,,,
,,,,7,,93.193,,,,,
,,,,8,,232.758,,,,,
,,,,9,,58.078,,,,,
,,,,10,,57.061,,,,,
,,,,11,,627.026,,,,,
,,,,12,,77.08,,,,,
,,,,13,,1019.316,,,,,
,,,,14,,203.806,,,,,
,,,,15,,147.709,,,,,
FJ190628-005,bim,W,JL,1,258.987,673.439,69.359,1042.33,70.359,297.516,
,,,,2,,172.026,,,,,
,,,,3,,976.195,,,,,
,,,,4,,52.355,,,,,
,,,,5,,30.083,,,,,
,,,,6,,639.823,,,,,
,,,,7,,101.98,,,,,
,,,,8,,223.828,,,,,
,,,,9,,59.464,,,,,
,,,,10,,85.079,,,,,
,,,,11,,635.012,,,,,
,,,,12,,70.049,,,,,
,,,,13,,957.261,,,,,
,,,,14,,191.343,,,,,
,,,,15,,138.13,,,,,
FJ190628-007,bim,W,JL,1,214.453,590.339,,,,,
,,,,2,,153.525,,,,,
,,,,3,,938.313,,,,,
,,,,4,,59.034,,,,,
,,,,5,,28.178,,,,,
,,,,6,,606.553,,,,,
,,,,7,,88.119,,,,,
,,,,8,,208.44,,,,,
,,,,9,,52.202,,,,,
,,,,10,,68.205,,,,,
,,,,11,,547.659,,,,,
,,,,12,,89.727,,,,,
,,,,13,,890.654,,,,,
,,,,14,,170.135,,,,,
,,,,15,,117.546,,,,,
FJ190628-011,bim,W,JL,1,241.99,651.028,69.942,1365.872,69.024,325.558,
,,,,2,,170.602,,,,,
,,,,3,,974.216,,,,,
,,,,4,,59.481,,,,,
,,,,5,,27.459,,,,,
,,,,6,,591.75,,,,,
,,,,7,,94.112,,,,,
,,,,8,,217.569,,,,,
,,,,9,,56.294,,,,,
,,,,10,,81.086,,,,,
,,,,11,,598.874,,,,,
,,,,12,,69.744,,,,,
,,,,13,,953.303,,,,,
,,,,14,,169.198,,,,,
,,,,15,,123.491,,,,,
FJ190628-012,bim,W,JL,1,253.528,622.306,71.124,1287.037,69.811,305.182,
,,,,2,,173.669,,,,,
,,,,3,,936.136,,,,,
,,,,4,,57.559,,,,,
,,,,5,,28,,,,,
,,,,6,,573.351,,,,,
,,,,7,,98.671,,,,,
,,,,8,,222.931,,,,,
,,,,9,,55.471,,,,,
,,,,10,,80.144,,,,,
,,,,11,,584.983,,,,,
,,,,12,,71.86,,,,,
,,,,13,,890.751,,,,,
,,,,14,,174.471,,,,,
,,,,15,,127.012,,,,,
FJ190628-013,bim,W,JL,1,249.103,659.735,68.336,1353.854,71.048,315.246,
,,,,2,,178.941,,,,,
,,,,3,,986.662,,,,,
,,,,4,,65,,,,,
,,,,5,,29.732,,,,,
,,,,6,,622.03,,,,,
,,,,7,,102.591,,,,,
,,,,8,,222.375,,,,,
,,,,9,,64.133,,,,,
,,,,10,,69.419,,,,,
,,,,11,,596.896,,,,,
,,,,12,,73.831,,,,,
,,,,13,,949.682,,,,,
,,,,14,,194.99,,,,,
,,,,15,,148.679,,,,,
FJ190703-005,bim,W,,1,256.932,646.22,69.726,1451.37,68.869,308.084,
,,,,2,,186.253,,,,,
,,,,3,,1012.525,,,,,
,,,,4,,64.07,,,,,
,,,,5,,33.061,,,,,
,,,,6,,571.957,,,,,
,,,,7,,100.245,,,,,
,,,,8,,240.487,,,,,
,,,,9,,62.626,,,,,
,,,,10,,87.76,,,,,
,,,,11,,568.285,,,,,
,,,,12,,96.66,,,,,
,,,,13,,952.16,,,,,
,,,,14,,176.706,,,,,
,,,,15,,167.765,,,,,
FJ190703-006,bim,W,JL,1,311.048,693.179,68.819,1060.226,68.592,284.155,
,,,,2,,203.983,,,,,
,,,,3,,958.767,,,,,
,,,,4,,74.465,,,,,
,,,,5,,28.653,,,,,
,,,,6,,576.05,,,,,
,,,,7,,113.864,,,,,
,,,,8,,236.286,,,,,
,,,,9,,68.884,,,,,
,,,,10,,89.227,,,,,
,,,,11,,641.711,,,,,
,,,,12,,108.694,,,,,
,,,,13,,923.866,,,,,
,,,,14,,205.828,,,,,
,,,,15,,134.134,,,,,
FJ190705-002,bim,W,JL,1,253.386,607.631,69.462,1267.059,70.064,273.591,
,,,,2,,145.523,,,,,
,,,,3,,895.668,,,,,
,,,,4,,61,,,,,
,,,,5,,24.739,,,,,
,,,,6,,599.742,,,,,
,,,,7,,97.144,,,,,
,,,,8,,212.139,,,,,
,,,,9,,51.546,,,,,
,,,,10,,72.08,,,,,
,,,,11,,584.511,,,,,
,,,,12,,66.369,,,,,
,,,,13,,870.316,,,,,
,,,,14,,155.708,,,,,
,,,,15,,118.14,,,,,
FJ190705-004,bim,W,JL,1,310.209,711.258,70.404,1215.222,68.316,279.292,
,,,,2,,177.722,,,,,
,,,,3,,1025.507,,,,,
,,,,4,,70.228,,,,,
,,,,5,,31.016,,,,,
,,,,6,,637.6,,,,,
,,,,7,,100.603,,,,,
,,,,8,,244.057,,,,,
,,,,9,,66.37,,,,,
,,,,10,,86.084,,,,,
,,,,11,,698.584,,,,,
,,,,12,,76.542,,,,,
,,,,13,,978.98,,,,,
,,,,14,,189.874,,,,,
,,,,15,,148.946,,,,,
FJ190709-006,bim,W,JL,1,213.689,542.698,71.309,1393.892,69.719,286.803,
,,,,2,,146.509,,,,,
,,,,3,,847.157,,,,,
,,,,4,,56.569,,,,,
,,,,5,,23.77,,,,,
,,,,6,,543.796,,,,,
,,,,7,,91,,,,,
,,,,8,,197.096,,,,,
,,,,9,,48.765,,,,,
,,,,10,,70.537,,,,,
,,,,11,,493.66,,,,,
,,,,12,,100.246,,,,,
,,,,13,,808.561,,,,,
,,,,14,,165.529,,,,,
,,,,15,,127.142,,,,,
FJ190612-001,bim,W,JL,1,158.029,336.788,70.007,972.233,69.181,228.239,its.no.tilt; fuzzy part near the top; fur.yes
,,,,2,,82.573,,,,,
,,,,3,,485.339,,,,,
,,,,4,,30.364,,,,,
,,,,5,,15.133,,,,,
,,,,6,,323.977,,,,,
,,,,7,,49.93,,,,,
,,,,8,,115.033,,,,,
,,,,9,,24.187,,,,,
,,,,10,,47.621,,,,,
,,,,11,,305.103,,,,,
,,,,12,,44,,,,,
,,,,13,,477.815,,,,,
,,,,14,,102.46,,,,,
,,,,15,,74.093,,,,,
FJ190619-005,bim,W,JL,1,128.418,313.368,68.41675,1270.071,69.137,280.444,its.no.tilt; fur.yes
,,,,2,,85.567,,,,,
,,,,3,,474.657,,,,,
,,,,4,,29.155,,,,,
,,,,5,,17.117,,,,,
,,,,6,,308.501,,,,,
,,,,7,,41.761,,,,,
,,,,8,,113.323,,,,,
,,,,9,,31,,,,,
,,,,10,,38.745,,,,,
,,,,11,,290.167,,,,,
,,,,12,,44.765,,,,,
,,,,13,,467.135,,,,,
,,,,14,,85.44,,,,,
,,,,15,,72.56,,,,,
FJ190709-004,bim,W,JL,1,110.346,321.174,69.469,1263.53,68.696,307.117,its.large.tilt; fur.yes
,,,,2,,102.611,,,,,
,,,,3,,497.531,,,,,
,,,,4,,27.019,,,,,
,,,,5,,12.083,,,,,
,,,,6,,317.515,,,,,
,,,,7,,47.76,,,,,
,,,,8,,117.128,,,,,
,,,,9,,27.295,,,,,
,,,,10,,40.19,,,,,
,,,,11,,295.296,,,,,
,,,,12,,35.564,,,,,
,,,,13,,442.5,,,,,
,,,,14,,82.347,,,,,
,,,,15,,75.06,,,,,
FJ190709-010,bim,W,JL,1,106.845,295.081,69.499,1248.354,71.063,320.1,its.no.tilt; fur.yes
,,,,2,,78.791,,,,,
,,,,3,,444.514,,,,,
,,,,4,,25.962,,,,,
,,,,5,,11.18,,,,,
,,,,6,,300.449,,,,,
,,,,7,,49.041,,,,,
,,,,8,,99,,,,,
,,,,9,,24.021,,,,,
,,,,10,,35.009,,,,,
,,,,11,,263.752,,,,,
,,,,12,,36.284,,,,,
,,,,13,,427.643,,,,,
,,,,14,,81.394,,,,,
,,,,15,,61.685,,,,,
FJ190709-007,bim,W,JL,1,102.554,293.068,68.494,1364.395,66.831,291.359,its.no.tilt; fur.yes
,,,,2,,79.63,,,,,
,,,,3,,436.489,,,,,
,,,,4,,28.16,,,,,
,,,,5,,11.045,,,,,
,,,,6,,298.447,,,,,
,,,,7,,42.012,,,,,
,,,,8,,103.02,,,,,
,,,,9,,29.017,,,,,
,,,,10,,32.498,,,,,
,,,,11,,268.034,,,,,
,,,,12,,38.908,,,,,
,,,,13,,418.706,,,,,
,,,,14,,82.462,,,,,
,,,,15,,61.131,,,,,
FJ190709-005,bim,W,JL,1,159.901,464.307,67.983,1437.548,69.214,315.671,its.large.tilt; fur.yes
,,,,2,,118.609,,,,,
,,,,3,,704.569,,,,,
,,,,4,,44.011,,,,,
,,,,5,,17.029,,,,,
,,,,6,,475.784,,,,,
,,,,7,,66.483,,,,,
,,,,8,,167.06,,,,,
,,,,9,,42.579,,,,,
,,,,10,,58.326,,,,,
,,,,11,,429.848,,,,,
,,,,12,,50.073,,,,,
,,,,13,,644.641,,,,,
,,,,14,,115.802,,,,,
,,,,15,,115.109,,,,,
PRM190709-001,bor,W,JL,1,151.345,438.456,68.969,1387.557,67.469,334.311,its.slight.tilt; fur.yes
,,,,2,,120,,,,,
,,,,3,,701.111,,,,,
,,,,4,,37.947,,,,,
,,,,5,,24.759,,,,,
,,,,6,,468.469,,,,,
,,,,7,,63.695,,,,,
,,,,8,,151.695,,,,,
,,,,9,,34.482,,,,,
,,,,10,,61.559,,,,,
,,,,11,,407.59,,,,,
,,,,12,,70.63,,,,,
,,,,13,,642.959,,,,,
,,,,14,,118.474,,,,,
,,,,15,,90.094,,,,,
FJ190703-003,bor,Q,JL,1,87.069,335.716,69.008,1541.644,66.355,403.113,its.large.tilt; fur.yes
,,,,2,,97.309,,,,,
,,,,3,,514.791,,,,,
,,,,4,,31.113,,,,,
,,,,5,,14.142,,,,,
,,,,6,,356.168,,,,,
,,,,7,,51.196,,,,,
,,,,8,,107.858,,,,,
,,,,9,,25.318,,,,,
,,,,10,,39.766,,,,,
,,,,11,,320.34,,,,,
,,,,12,,43.759,,,,,
,,,,13,,484.753,,,,,
,,,,14,,89.359,,,,,
,,,,15,,64.382,,,,,
JL190628-003,bor,Q,JL,1,93.393,366.411,88.505,1929.847,69.134,476.403,its.no.tilt; fur.yes
,,,,2,,103.276,,,,,
,,,,3,,545.741,,,,,
,,,,4,,32.802,,,,,
,,,,5,,14.142,,,,,
,,,,6,,378.069,,,,,
,,,,7,,50.567,,,,,
,,,,8,,107.501,,,,,
,,,,9,,26,,,,,
,,,,10,,40.518,,,,,
,,,,11,,325.707,,,,,
,,,,12,,43.309,,,,,
,,,,13,,524.015,,,,,
,,,,14,,90.006,,,,,
,,,,15,,67.941,,,,,
MY190619-004,bor,Q,JL,1,81.492,330.055,63.561,1744.974,65.114,451.004,its.large.tilt; fur.yes
,,,,2,,95,,,,,
